seed,fold,group_id
42,0,SUST::video::d_417
42,0,SUST::video::d_422
42,0,SUST::video::d_427
42,0,SUST::video::d_43
42,0,SUST::video::d_434
42,0,SUST::video::d_439
42,0,SUST::video::d_441
42,0,SUST::video::d_444
42,0,SUST::video::d_448
42,0,SUST::video::d_450
42,0,SUST::video::d_455
42,0,SUST::video::d_457
42,0,SUST::video::d_461
42,0,SUST::video::d_467
42,0,SUST::video::d_47
42,0,SUST::video::d_471
42,0,SUST::video::d_472
42,0,SUST::video::d_474
42,0,SUST::video::d_478
42,0,SUST::video::d_481
42,0,SUST::video::d_483
42,0,SUST::video::d_488
42,0,SUST::video::d_490
42,0,SUST::video::d_494
42,0,SUST::video::d_499
42,0,SUST::video::d_5
42,0,SUST::video::d_504
42,0,SUST::video::d_516
42,0,SUST::video::d_517
42,0,SUST::video::d_522
42,0,SUST::video::d_523
42,0,SUST::video::d_528
42,0,SUST::video::d_535
42,0,SUST::video::d_538
42,0,SUST::video::d_539
42,0,SUST::video::d_540
42,0,SUST::video::d_545
42,0,SUST::video::d_547
42,0,SUST::video::d_552
42,0,SUST::video::d_556
42,0,SUST::video::d_558
42,0,SUST::video::d_563
42,0,SUST::video::d_57
42,0,SUST::video::d_572
42,0,SUST::video::d_574
42,0,SUST::video::d_582
42,0,SUST::video::d_587
42,0,SUST::video::d_589
42,0,SUST::video::d_594
42,0,SUST::video::d_595
42,0,SUST::video::d_603
42,0,SUST::video::d_604
42,0,SUST::video::d_61
42,0,SUST::video::d_611
42,0,SUST::video::d_614
42,0,SUST::video::d_617
42,0,SUST::video::d_622
42,0,SUST::video::d_628
42,0,SUST::video::d_629
42,0,SUST::video::d_634
42,0,SUST::video::d_637
42,0,SUST::video::d_641
42,0,SUST::video::d_643
42,0,SUST::video::d_648
42,0,SUST::video::d_65
42,0,SUST::video::d_657
42,0,SUST::video::d_658
42,0,SUST::video::d_668
42,0,SUST::video::d_670
42,0,SUST::video::d_672
42,0,SUST::video::d_676
42,0,SUST::video::d_678
42,0,SUST::video::d_683
42,0,SUST::video::d_687
42,0,SUST::video::d_694
42,0,SUST::video::d_699
42,0,SUST::video::d_700
42,0,SUST::video::d_704
42,0,SUST::video::d_709
42,0,SUST::video::d_711
42,0,SUST::video::d_712
42,0,SUST::video::d_717
42,0,SUST::video::d_72
42,0,SUST::video::d_729
42,0,SUST::video::d_73
42,0,SUST::video::d_731
42,0,SUST::video::d_737
42,0,SUST::video::d_741
42,0,SUST::video::d_749
42,0,SUST::video::d_750
42,0,SUST::video::d_753
42,0,SUST::video::d_758
42,0,SUST::video::d_759
42,0,SUST::video::d_762
42,0,SUST::video::d_771
42,0,SUST::video::d_777
42,0,SUST::video::d_779
42,0,SUST::video::d_783
42,0,SUST::video::d_80
42,0,SUST::video::d_84
42,0,SUST::video::d_92
42,0,SUST::video::d_95
42,0,SUST::video::n_1
42,0,SUST::video::n_10
42,0,SUST::video::n_101
42,0,SUST::video::n_102
42,0,SUST::video::n_111
42,0,SUST::video::n_117
42,0,SUST::video::n_12
42,0,SUST::video::n_121
42,0,SUST::video::n_13
42,0,SUST::video::n_131
42,0,SUST::video::n_135
42,0,SUST::video::n_14
42,0,SUST::video::n_141
42,0,SUST::video::n_144
42,0,SUST::video::n_151
42,0,SUST::video::n_159
42,0,SUST::video::n_166
42,0,SUST::video::n_169
42,0,SUST::video::n_17
42,0,SUST::video::n_171
42,0,SUST::video::n_183
42,0,SUST::video::n_19
42,0,SUST::video::n_191
42,0,SUST::video::n_195
42,0,SUST::video::n_202
42,0,SUST::video::n_205
42,0,SUST::video::n_21
42,0,SUST::video::n_214
42,0,SUST::video::n_22
42,0,SUST::video::n_222
42,0,SUST::video::n_229
42,0,SUST::video::n_233
42,0,SUST::video::n_236
42,0,SUST::video::n_237
42,0,SUST::video::n_248
42,0,SUST::video::n_255
42,0,SUST::video::n_26
42,0,SUST::video::n_263
42,0,SUST::video::n_264
42,0,SUST::video::n_273
42,0,SUST::video::n_277
42,0,SUST::video::n_282
42,0,SUST::video::n_286
42,0,SUST::video::n_287
42,0,SUST::video::n_294
42,0,SUST::video::n_298
42,0,SUST::video::n_30
42,0,SUST::video::n_305
42,0,SUST::video::n_311
42,0,SUST::video::n_317
42,0,SUST::video::n_320
42,0,SUST::video::n_327
42,0,SUST::video::n_334
42,0,SUST::video::n_338
42,0,SUST::video::n_34
42,0,SUST::video::n_348
42,0,SUST::video::n_349
42,0,SUST::video::n_356
42,0,SUST::video::n_361
42,0,SUST::video::n_363
42,0,SUST::video::n_37
42,0,SUST::video::n_375
42,0,SUST::video::n_377
42,0,SUST::video::n_383
42,0,SUST::video::n_385
42,0,SUST::video::n_393
42,0,SUST::video::n_397
42,0,SUST::video::n_404
42,0,SUST::video::n_405
42,0,SUST::video::n_416
42,0,SUST::video::n_418
42,0,SUST::video::n_420
42,0,SUST::video::n_421
42,0,SUST::video::n_428
42,0,SUST::video::n_432
42,0,SUST::video::n_438
42,0,SUST::video::n_443
42,0,SUST::video::n_450
42,0,SUST::video::n_453
42,0,SUST::video::n_454
42,0,SUST::video::n_464
42,0,SUST::video::n_465
42,0,SUST::video::n_471
42,0,SUST::video::n_477
42,0,SUST::video::n_481
42,0,SUST::video::n_488
42,0,SUST::video::n_489
42,0,SUST::video::n_490
42,0,SUST::video::n_498
42,0,SUST::video::n_50
42,0,SUST::video::n_501
42,0,SUST::video::n_510
42,0,SUST::video::n_516
42,0,SUST::video::n_522
42,0,SUST::video::n_527
42,0,SUST::video::n_528
42,0,SUST::video::n_538
42,0,SUST::video::n_544
42,0,SUST::video::n_549
42,0,SUST::video::n_554
42,0,SUST::video::n_556
42,0,SUST::video::n_558
42,0,SUST::video::n_563
42,0,SUST::video::n_567
42,0,SUST::video::n_568
42,0,SUST::video::n_569
42,0,SUST::video::n_573
42,0,SUST::video::n_581
42,0,SUST::video::n_582
42,0,SUST::video::n_59
42,0,SUST::video::n_598
42,0,SUST::video::n_601
42,0,SUST::video::n_603
42,0,SUST::video::n_61
42,0,SUST::video::n_614
42,0,SUST::video::n_62
42,0,SUST::video::n_621
42,0,SUST::video::n_627
42,0,SUST::video::n_63
42,0,SUST::video::n_635
42,0,SUST::video::n_64
42,0,SUST::video::n_645
42,0,SUST::video::n_647
42,0,SUST::video::n_658
42,0,SUST::video::n_665
42,0,SUST::video::n_667
42,0,SUST::video::n_670
42,0,SUST::video::n_678
42,0,SUST::video::n_682
42,0,SUST::video::n_684
42,0,SUST::video::n_691
42,0,SUST::video::n_699
42,0,SUST::video::n_70
42,0,SUST::video::n_706
42,0,SUST::video::n_71
42,0,SUST::video::n_712
42,0,SUST::video::n_720
42,0,SUST::video::n_728
42,0,SUST::video::n_73
42,0,SUST::video::n_734
42,0,SUST::video::n_740
42,0,SUST::video::n_743
42,0,SUST::video::n_745
42,0,SUST::video::n_749
42,0,SUST::video::n_75
42,0,SUST::video::n_760
42,0,SUST::video::n_764
42,0,SUST::video::n_765
42,0,SUST::video::n_767
42,0,SUST::video::n_779
42,0,SUST::video::n_784
42,0,SUST::video::n_785
42,0,SUST::video::n_791
42,0,SUST::video::n_795
42,0,SUST::video::n_804
42,0,SUST::video::n_808
42,0,SUST::video::n_81
42,0,SUST::video::n_812
42,0,SUST::video::n_817
42,0,SUST::video::n_825
42,0,SUST::video::n_826
42,0,SUST::video::n_827
42,0,SUST::video::n_830
42,0,SUST::video::n_84
42,0,SUST::video::n_841
42,0,SUST::video::n_848
42,0,SUST::video::n_851
42,0,SUST::video::n_860
42,0,SUST::video::n_869
42,0,SUST::video::n_873
42,0,SUST::video::n_875
42,0,SUST::video::n_878
42,0,SUST::video::n_881
42,0,SUST::video::n_886
42,0,UTA::10
42,0,UTA::11
42,0,UTA::13
42,0,UTA::21
42,0,UTA::24
42,1,NTHU::2
42,1,NTHU::5
42,1,SUST::video::d_106
42,1,SUST::video::d_127
42,1,SUST::video::d_145
42,1,SUST::video::d_154
42,1,SUST::video::d_179
42,1,SUST::video::d_192
42,1,SUST::video::d_213
42,1,SUST::video::d_214
42,1,SUST::video::d_245
42,1,SUST::video::d_260
42,1,SUST::video::d_27
42,1,SUST::video::d_273
42,1,SUST::video::d_277
42,1,SUST::video::d_28
42,1,SUST::video::d_287
42,1,SUST::video::d_294
42,1,SUST::video::d_3
42,1,SUST::video::d_30
42,1,SUST::video::d_303
42,1,SUST::video::d_304
42,1,SUST::video::d_312
42,1,SUST::video::d_317
42,1,SUST::video::d_320
42,1,SUST::video::d_322
42,1,SUST::video::d_325
42,1,SUST::video::d_329
42,1,SUST::video::d_339
42,1,SUST::video::d_340
42,1,SUST::video::d_341
42,1,SUST::video::d_344
42,1,SUST::video::d_350
42,1,SUST::video::d_354
42,1,SUST::video::d_355
42,1,SUST::video::d_364
42,1,SUST::video::d_365
42,1,SUST::video::d_369
42,1,SUST::video::d_37
42,1,SUST::video::d_374
42,1,SUST::video::d_378
42,1,SUST::video::d_379
42,1,SUST::video::d_385
42,1,SUST::video::d_389
42,1,SUST::video::d_390
42,1,SUST::video::d_392
42,1,SUST::video::d_395
42,1,SUST::video::d_397
42,1,SUST::video::d_40
42,1,SUST::video::d_400
42,1,SUST::video::d_407
42,1,SUST::video::d_411
42,1,SUST::video::d_413
42,1,SUST::video::d_42
42,1,SUST::video::d_426
42,1,SUST::video::d_431
42,1,SUST::video::d_432
42,1,SUST::video::d_435
42,1,SUST::video::d_436
42,1,SUST::video::d_440
42,1,SUST::video::d_443
42,1,SUST::video::d_445
42,1,SUST::video::d_454
42,1,SUST::video::d_456
42,1,SUST::video::d_46
42,1,SUST::video::d_463
42,1,SUST::video::d_464
42,1,SUST::video::d_469
42,1,SUST::video::d_477
42,1,SUST::video::d_48
42,1,SUST::video::d_480
42,1,SUST::video::d_484
42,1,SUST::video::d_486
42,1,SUST::video::d_489
42,1,SUST::video::d_493
42,1,SUST::video::d_497
42,1,SUST::video::d_503
42,1,SUST::video::d_506
42,1,SUST::video::d_51
42,1,SUST::video::d_510
42,1,SUST::video::d_513
42,1,SUST::video::d_515
42,1,SUST::video::d_520
42,1,SUST::video::d_527
42,1,SUST::video::d_531
42,1,SUST::video::d_532
42,1,SUST::video::d_534
42,1,SUST::video::d_541
42,1,SUST::video::d_542
42,1,SUST::video::d_55
42,1,SUST::video::d_554
42,1,SUST::video::d_557
42,1,SUST::video::d_56
42,1,SUST::video::d_561
42,1,SUST::video::d_567
42,1,SUST::video::d_570
42,1,SUST::video::d_577
42,1,SUST::video::d_581
42,1,SUST::video::d_584
42,1,SUST::video::d_586
42,1,SUST::video::d_591
42,1,SUST::video::d_592
42,1,SUST::video::d_6
42,1,SUST::video::d_60
42,1,SUST::video::d_602
42,1,SUST::video::d_609
42,1,SUST::video::d_612
42,1,SUST::video::d_615
42,1,SUST::video::d_62
42,1,SUST::video::d_625
42,1,SUST::video::d_626
42,1,SUST::video::d_630
42,1,SUST::video::d_635
42,1,SUST::video::d_636
42,1,SUST::video::d_645
42,1,SUST::video::d_647
42,1,SUST::video::d_653
42,1,SUST::video::d_654
42,1,SUST::video::d_66
42,1,SUST::video::d_663
42,1,SUST::video::d_667
42,1,SUST::video::d_674
42,1,SUST::video::d_675
42,1,SUST::video::d_677
42,1,SUST::video::d_679
42,1,SUST::video::d_682
42,1,SUST::video::d_689
42,1,SUST::video::d_69
42,1,SUST::video::d_692
42,1,SUST::video::d_70
42,1,SUST::video::d_701
42,1,SUST::video::d_708
42,1,SUST::video::d_710
42,1,SUST::video::d_716
42,1,SUST::video::d_722
42,1,SUST::video::d_725
42,1,SUST::video::d_728
42,1,SUST::video::d_732
42,1,SUST::video::d_736
42,1,SUST::video::d_738
42,1,SUST::video::d_746
42,1,SUST::video::d_748
42,1,SUST::video::d_755
42,1,SUST::video::d_757
42,1,SUST::video::d_766
42,1,SUST::video::d_767
42,1,SUST::video::d_770
42,1,SUST::video::d_776
42,1,SUST::video::d_778
42,1,SUST::video::d_782
42,1,SUST::video::d_8
42,1,SUST::video::d_89
42,1,SUST::video::d_90
42,1,SUST::video::d_91
42,1,SUST::video::d_97
42,1,SUST::video::n_104
42,1,SUST::video::n_108
42,1,SUST::video::n_109
42,1,SUST::video::n_116
42,1,SUST::video::n_124
42,1,SUST::video::n_128
42,1,SUST::video::n_129
42,1,SUST::video::n_132
42,1,SUST::video::n_138
42,1,SUST::video::n_145
42,1,SUST::video::n_15
42,1,SUST::video::n_155
42,1,SUST::video::n_158
42,1,SUST::video::n_165
42,1,SUST::video::n_168
42,1,SUST::video::n_174
42,1,SUST::video::n_176
42,1,SUST::video::n_180
42,1,SUST::video::n_187
42,1,SUST::video::n_190
42,1,SUST::video::n_192
42,1,SUST::video::n_196
42,1,SUST::video::n_208
42,1,SUST::video::n_209
42,1,SUST::video::n_217
42,1,SUST::video::n_218
42,1,SUST::video::n_219
42,1,SUST::video::n_224
42,1,SUST::video::n_226
42,1,SUST::video::n_231
42,1,SUST::video::n_241
42,1,SUST::video::n_243
42,1,SUST::video::n_251
42,1,SUST::video::n_258
42,1,SUST::video::n_259
42,1,SUST::video::n_262
42,1,SUST::video::n_270
42,1,SUST::video::n_274
42,1,SUST::video::n_28
42,1,SUST::video::n_283
42,1,SUST::video::n_288
42,1,SUST::video::n_293
42,1,SUST::video::n_297
42,1,SUST::video::n_304
42,1,SUST::video::n_307
42,1,SUST::video::n_313
42,1,SUST::video::n_316
42,1,SUST::video::n_319
42,1,SUST::video::n_325
42,1,SUST::video::n_328
42,1,SUST::video::n_333
42,1,SUST::video::n_337
42,1,SUST::video::n_342
42,1,SUST::video::n_345
42,1,SUST::video::n_347
42,1,SUST::video::n_36
42,1,SUST::video::n_360
42,1,SUST::video::n_362
42,1,SUST::video::n_371
42,1,SUST::video::n_373
42,1,SUST::video::n_381
42,1,SUST::video::n_39
42,1,SUST::video::n_390
42,1,SUST::video::n_392
42,1,SUST::video::n_398
42,1,SUST::video::n_399
42,1,SUST::video::n_402
42,1,SUST::video::n_403
42,1,SUST::video::n_411
42,1,SUST::video::n_419
42,1,SUST::video::n_42
42,1,SUST::video::n_430
42,1,SUST::video::n_434
42,1,SUST::video::n_440
42,1,SUST::video::n_442
42,1,SUST::video::n_444
42,1,SUST::video::n_452
42,1,SUST::video::n_457
42,1,SUST::video::n_458
42,1,SUST::video::n_461
42,1,SUST::video::n_463
42,1,SUST::video::n_468
42,1,SUST::video::n_47
42,1,SUST::video::n_480
42,1,SUST::video::n_487
42,1,SUST::video::n_494
42,1,SUST::video::n_495
42,1,SUST::video::n_496
42,1,SUST::video::n_507
42,1,SUST::video::n_51
42,1,SUST::video::n_512
42,1,SUST::video::n_519
42,1,SUST::video::n_521
42,1,SUST::video::n_525
42,1,SUST::video::n_53
42,1,SUST::video::n_536
42,1,SUST::video::n_537
42,1,SUST::video::n_545
42,1,SUST::video::n_548
42,1,SUST::video::n_560
42,1,SUST::video::n_561
42,1,SUST::video::n_562
42,1,SUST::video::n_57
42,1,SUST::video::n_574
42,1,SUST::video::n_578
42,1,SUST::video::n_58
42,1,SUST::video::n_585
42,1,SUST::video::n_588
42,1,SUST::video::n_591
42,1,SUST::video::n_592
42,1,SUST::video::n_599
42,1,SUST::video::n_60
42,1,SUST::video::n_600
42,1,SUST::video::n_605
42,1,SUST::video::n_609
42,1,SUST::video::n_618
42,1,SUST::video::n_620
42,1,SUST::video::n_629
42,1,SUST::video::n_633
42,1,SUST::video::n_638
42,1,SUST::video::n_640
42,1,SUST::video::n_643
42,1,SUST::video::n_651
42,1,SUST::video::n_653
42,1,SUST::video::n_655
42,1,SUST::video::n_664
42,1,SUST::video::n_666
42,1,SUST::video::n_67
42,1,SUST::video::n_674
42,1,SUST::video::n_68
42,1,SUST::video::n_685
42,1,SUST::video::n_694
42,1,SUST::video::n_695
42,1,SUST::video::n_7
42,1,SUST::video::n_703
42,1,SUST::video::n_705
42,1,SUST::video::n_708
42,1,SUST::video::n_715
42,1,SUST::video::n_72
42,1,SUST::video::n_724
42,1,SUST::video::n_727
42,1,SUST::video::n_733
42,1,SUST::video::n_74
42,1,SUST::video::n_741
42,1,SUST::video::n_748
42,1,SUST::video::n_753
42,1,SUST::video::n_755
42,1,SUST::video::n_761
42,1,SUST::video::n_762
42,1,SUST::video::n_768
42,1,SUST::video::n_777
42,1,SUST::video::n_778
42,1,SUST::video::n_789
42,1,SUST::video::n_79
42,1,SUST::video::n_797
42,1,SUST::video::n_8
42,1,SUST::video::n_80
42,1,SUST::video::n_809
42,1,SUST::video::n_811
42,1,SUST::video::n_820
42,1,SUST::video::n_821
42,1,SUST::video::n_822
42,1,SUST::video::n_823
42,1,SUST::video::n_833
42,1,SUST::video::n_840
42,1,SUST::video::n_85
42,1,SUST::video::n_853
42,1,SUST::video::n_856
42,1,SUST::video::n_862
42,1,SUST::video::n_863
42,1,SUST::video::n_871
42,1,SUST::video::n_876
42,1,SUST::video::n_879
42,1,SUST::video::n_88
42,1,SUST::video::n_89
42,1,SUST::video::n_92
42,1,SUST::video::n_97
42,1,SUST::video::n_98
42,1,UTA::16
42,1,UTA::23
42,1,UTA::8
42,2,NTHU::1
42,2,SUST::video::d_111
42,2,SUST::video::d_14
42,2,SUST::video::d_147
42,2,SUST::video::d_17
42,2,SUST::video::d_19
42,2,SUST::video::d_191
42,2,SUST::video::d_21
42,2,SUST::video::d_212
42,2,SUST::video::d_224
42,2,SUST::video::d_231
42,2,SUST::video::d_252
42,2,SUST::video::d_262
42,2,SUST::video::d_296
42,2,SUST::video::d_314
42,2,SUST::video::d_336
42,2,SUST::video::d_359
42,2,SUST::video::d_363
42,2,SUST::video::d_383
42,2,SUST::video::d_39
42,2,SUST::video::d_412
42,2,SUST::video::d_416
42,2,SUST::video::d_419
42,2,SUST::video::d_423
42,2,SUST::video::d_424
42,2,SUST::video::d_429
42,2,SUST::video::d_438
42,2,SUST::video::d_451
42,2,SUST::video::d_452
42,2,SUST::video::d_460
42,2,SUST::video::d_475
42,2,SUST::video::d_476
42,2,SUST::video::d_487
42,2,SUST::video::d_492
42,2,SUST::video::d_495
42,2,SUST::video::d_498
42,2,SUST::video::d_501
42,2,SUST::video::d_502
42,2,SUST::video::d_511
42,2,SUST::video::d_512
42,2,SUST::video::d_519
42,2,SUST::video::d_525
42,2,SUST::video::d_526
42,2,SUST::video::d_529
42,2,SUST::video::d_537
42,2,SUST::video::d_54
42,2,SUST::video::d_546
42,2,SUST::video::d_548
42,2,SUST::video::d_551
42,2,SUST::video::d_553
42,2,SUST::video::d_564
42,2,SUST::video::d_569
42,2,SUST::video::d_573
42,2,SUST::video::d_578
42,2,SUST::video::d_58
42,2,SUST::video::d_580
42,2,SUST::video::d_583
42,2,SUST::video::d_588
42,2,SUST::video::d_590
42,2,SUST::video::d_598
42,2,SUST::video::d_599
42,2,SUST::video::d_605
42,2,SUST::video::d_608
42,2,SUST::video::d_613
42,2,SUST::video::d_619
42,2,SUST::video::d_623
42,2,SUST::video::d_624
42,2,SUST::video::d_63
42,2,SUST::video::d_632
42,2,SUST::video::d_633
42,2,SUST::video::d_639
42,2,SUST::video::d_642
42,2,SUST::video::d_644
42,2,SUST::video::d_646
42,2,SUST::video::d_651
42,2,SUST::video::d_652
42,2,SUST::video::d_660
42,2,SUST::video::d_665
42,2,SUST::video::d_67
42,2,SUST::video::d_671
42,2,SUST::video::d_673
42,2,SUST::video::d_680
42,2,SUST::video::d_686
42,2,SUST::video::d_688
42,2,SUST::video::d_697
42,2,SUST::video::d_7
42,2,SUST::video::d_705
42,2,SUST::video::d_707
42,2,SUST::video::d_71
42,2,SUST::video::d_715
42,2,SUST::video::d_721
42,2,SUST::video::d_723
42,2,SUST::video::d_724
42,2,SUST::video::d_730
42,2,SUST::video::d_735
42,2,SUST::video::d_744
42,2,SUST::video::d_745
42,2,SUST::video::d_75
42,2,SUST::video::d_754
42,2,SUST::video::d_763
42,2,SUST::video::d_764
42,2,SUST::video::d_765
42,2,SUST::video::d_773
42,2,SUST::video::d_774
42,2,SUST::video::d_78
42,2,SUST::video::d_781
42,2,SUST::video::d_82
42,2,SUST::video::d_87
42,2,SUST::video::d_9
42,2,SUST::video::d_96
42,2,SUST::video::n_100
42,2,SUST::video::n_105
42,2,SUST::video::n_106
42,2,SUST::video::n_107
42,2,SUST::video::n_114
42,2,SUST::video::n_120
42,2,SUST::video::n_122
42,2,SUST::video::n_130
42,2,SUST::video::n_137
42,2,SUST::video::n_143
42,2,SUST::video::n_146
42,2,SUST::video::n_147
42,2,SUST::video::n_152
42,2,SUST::video::n_154
42,2,SUST::video::n_157
42,2,SUST::video::n_161
42,2,SUST::video::n_162
42,2,SUST::video::n_167
42,2,SUST::video::n_172
42,2,SUST::video::n_177
42,2,SUST::video::n_179
42,2,SUST::video::n_184
42,2,SUST::video::n_186
42,2,SUST::video::n_193
42,2,SUST::video::n_198
42,2,SUST::video::n_203
42,2,SUST::video::n_204
42,2,SUST::video::n_207
42,2,SUST::video::n_213
42,2,SUST::video::n_215
42,2,SUST::video::n_223
42,2,SUST::video::n_228
42,2,SUST::video::n_238
42,2,SUST::video::n_24
42,2,SUST::video::n_240
42,2,SUST::video::n_250
42,2,SUST::video::n_254
42,2,SUST::video::n_256
42,2,SUST::video::n_265
42,2,SUST::video::n_268
42,2,SUST::video::n_275
42,2,SUST::video::n_276
42,2,SUST::video::n_279
42,2,SUST::video::n_284
42,2,SUST::video::n_290
42,2,SUST::video::n_291
42,2,SUST::video::n_296
42,2,SUST::video::n_300
42,2,SUST::video::n_302
42,2,SUST::video::n_309
42,2,SUST::video::n_310
42,2,SUST::video::n_312
42,2,SUST::video::n_321
42,2,SUST::video::n_324
42,2,SUST::video::n_33
42,2,SUST::video::n_335
42,2,SUST::video::n_340
42,2,SUST::video::n_341
42,2,SUST::video::n_343
42,2,SUST::video::n_35
42,2,SUST::video::n_351
42,2,SUST::video::n_355
42,2,SUST::video::n_359
42,2,SUST::video::n_368
42,2,SUST::video::n_370
42,2,SUST::video::n_372
42,2,SUST::video::n_38
42,2,SUST::video::n_384
42,2,SUST::video::n_387
42,2,SUST::video::n_388
42,2,SUST::video::n_395
42,2,SUST::video::n_40
42,2,SUST::video::n_401
42,2,SUST::video::n_407
42,2,SUST::video::n_41
42,2,SUST::video::n_417
42,2,SUST::video::n_426
42,2,SUST::video::n_429
42,2,SUST::video::n_43
42,2,SUST::video::n_431
42,2,SUST::video::n_436
42,2,SUST::video::n_439
42,2,SUST::video::n_448
42,2,SUST::video::n_455
42,2,SUST::video::n_456
42,2,SUST::video::n_460
42,2,SUST::video::n_467
42,2,SUST::video::n_469
42,2,SUST::video::n_475
42,2,SUST::video::n_479
42,2,SUST::video::n_485
42,2,SUST::video::n_491
42,2,SUST::video::n_492
42,2,SUST::video::n_502
42,2,SUST::video::n_504
42,2,SUST::video::n_506
42,2,SUST::video::n_508
42,2,SUST::video::n_514
42,2,SUST::video::n_518
42,2,SUST::video::n_531
42,2,SUST::video::n_534
42,2,SUST::video::n_54
42,2,SUST::video::n_540
42,2,SUST::video::n_547
42,2,SUST::video::n_551
42,2,SUST::video::n_559
42,2,SUST::video::n_56
42,2,SUST::video::n_570
42,2,SUST::video::n_577
42,2,SUST::video::n_584
42,2,SUST::video::n_587
42,2,SUST::video::n_589
42,2,SUST::video::n_596
42,2,SUST::video::n_6
42,2,SUST::video::n_602
42,2,SUST::video::n_607
42,2,SUST::video::n_612
42,2,SUST::video::n_619
42,2,SUST::video::n_623
42,2,SUST::video::n_626
42,2,SUST::video::n_631
42,2,SUST::video::n_634
42,2,SUST::video::n_639
42,2,SUST::video::n_648
42,2,SUST::video::n_65
42,2,SUST::video::n_650
42,2,SUST::video::n_652
42,2,SUST::video::n_66
42,2,SUST::video::n_668
42,2,SUST::video::n_677
42,2,SUST::video::n_680
42,2,SUST::video::n_681
42,2,SUST::video::n_688
42,2,SUST::video::n_690
42,2,SUST::video::n_692
42,2,SUST::video::n_693
42,2,SUST::video::n_701
42,2,SUST::video::n_702
