dataset_name,subject_id,video_id,window_start_ms,window_end_ms,label,raw_probability,calibrated_probability,prediction,error_type
NTHU,006,006_glasses_sleepyCombination,31166.67,33166.67,1,0.39933572998002875,0.369442515732385,0,FN
NTHU,006,006_glasses_sleepyCombination,32166.67,34166.67,1,0.3801246286263595,0.34325878716564356,0,FN
NTHU,006,006_glasses_sleepyCombination,32666.67,34666.67,1,0.36640115867902,0.3248137279876869,0,FN
NTHU,006,006_glasses_sleepyCombination,33166.67,35166.67,1,0.3514914287935767,0.30505513945962764,0,FN
NTHU,006,006_glasses_sleepyCombination,38666.67,40666.67,1,0.39910433492216224,0.36912487346540457,0,FN
NTHU,006,006_glasses_sleepyCombination,43166.67,45166.67,1,0.3968437872064905,0.36602449079568905,0,FN
NTHU,006,006_glasses_sleepyCombination,43666.67,45666.67,1,0.17732712788691612,0.1065233997108582,0,FN
NTHU,006,006_glasses_sleepyCombination,44166.67,46166.67,1,0.19430993840216312,0.12260535212704585,0,FN
NTHU,006,006_glasses_sleepyCombination,44666.67,46666.67,1,0.37917860073308285,0.3419799082553292,0,FN
NTHU,006,006_glasses_sleepyCombination,53166.67,55166.67,1,0.18634031365259585,0.11495474221653823,0,FN
NTHU,006,006_glasses_sleepyCombination,53666.67,55666.67,1,0.22395247846002386,0.15260682389435926,0,FN
NTHU,006,006_glasses_sleepyCombination,54166.67,56166.67,1,0.2034621862138162,0.13161247607065724,0,FN
NTHU,006,006_glasses_sleepyCombination,54666.67,56666.67,1,0.172927814144545,0.10249485872102777,0,FN
NTHU,006,006_glasses_sleepyCombination,55166.67,57166.67,1,0.172927814144545,0.10249485872102777,0,FN
NTHU,006,006_glasses_sleepyCombination,55666.67,57666.67,1,0.1862336916649028,0.11485362226030982,0,FN
NTHU,006,006_glasses_sleepyCombination,56166.67,58166.67,1,0.1862336916649028,0.11485362226030982,0,FN
NTHU,006,006_glasses_sleepyCombination,56666.67,58666.67,1,0.1862336916649028,0.11485362226030982,0,FN
NTHU,006,006_glasses_sleepyCombination,57166.67,59166.67,1,0.18962026580361233,0.1180814218972781,0,FN
NTHU,006,006_glasses_sleepyCombination,57666.67,59666.67,1,0.18314320534675654,0.11193691159303724,0,FN
NTHU,006,006_glasses_sleepyCombination,58166.67,60166.67,1,0.19628424566893726,0.12452852152849951,0,FN
NTHU,006,006_glasses_sleepyCombination,58666.67,60666.67,1,0.2087296491323406,0.13690153100634586,0,FN
NTHU,006,006_glasses_sleepyCombination,59166.67,61166.67,1,0.21038828229780523,0.13858263045893168,0,FN
NTHU,006,006_glasses_sleepyCombination,59666.67,61666.67,1,0.20311049455867305,0.1312620560009542,0,FN
NTHU,006,006_glasses_sleepyCombination,60666.67,62666.67,1,0.30652142520424586,0.24756756084390996,0,FN
NTHU,006,006_glasses_sleepyCombination,61666.67,63666.67,1,0.3378340722609889,0.28724123401450863,0,FN
NTHU,006,006_glasses_sleepyCombination,62666.67,64666.67,1,0.172927814144545,0.10249485872102777,0,FN
NTHU,006,006_glasses_sleepyCombination,63166.67,65166.67,1,0.17101013879490276,0.100756850369994,0,FN
NTHU,006,006_glasses_sleepyCombination,63666.67,65666.67,1,0.15857998357248398,0.08976113884538078,0,FN
NTHU,006,006_glasses_sleepyCombination,64166.67,66166.67,1,0.17917146181191945,0.10822933115656687,0,FN
NTHU,006,006_glasses_sleepyCombination,64666.67,66666.67,1,0.17101013879490276,0.100756850369994,0,FN
NTHU,006,006_glasses_sleepyCombination,65166.67,67166.67,1,0.21559511618793825,0.1439081983813351,0,FN
NTHU,006,006_glasses_sleepyCombination,65666.67,67666.67,1,0.2699566191805536,0.20361966988051022,0,FN
NTHU,006,006_glasses_sleepyCombination,66166.67,68166.67,1,0.2678937380410726,0.20122509881168651,0,FN
NTHU,006,006_glasses_sleepyCombination,66666.67,68666.67,1,0.2832155534013839,0.21923373262972312,0,FN
NTHU,006,006_glasses_sleepyCombination,69166.67,71166.67,1,0.19279425398265518,0.12113639918212234,0,FN
NTHU,006,006_glasses_sleepyCombination,69666.67,71666.67,1,0.20513324637943028,0.13328215024688078,0,FN
NTHU,006,006_glasses_sleepyCombination,70166.67,72166.67,1,0.31309441810565286,0.25575057092942066,0,FN
NTHU,006,006_glasses_sleepyCombination,72666.67,74666.67,1,0.3434627728797051,0.29454823535855684,0,FN
NTHU,006,006_glasses_sleepyCombination,79666.67,81666.67,1,0.257180748421328,0.1889450298316496,0,FN
NTHU,006,006_glasses_sleepyCombination,80166.67,82166.67,1,0.3573041611590372,0.3127213778756118,0,FN
NTHU,006,006_glasses_sleepyCombination,80666.67,82666.67,1,0.311523087865298,0.2537870121968498,0,FN
NTHU,006,006_glasses_sleepyCombination,81166.67,83166.67,1,0.36131515262997566,0.3180391787478263,0,FN
NTHU,006,006_glasses_sleepyCombination,81666.67,83666.67,1,0.1624609318740722,0.09314358292177922,0,FN
NTHU,006,006_glasses_sleepyCombination,82166.67,84166.67,1,0.17708599829096316,0.10630110637075715,0,FN
NTHU,006,006_glasses_sleepyCombination,82666.67,84666.67,1,0.20203383140703027,0.13019140991997785,0,FN
NTHU,006,006_glasses_sleepyCombination,83166.67,85166.67,1,0.18925007572138383,0.11772698488112787,0,FN
NTHU,006,006_glasses_sleepyCombination,83666.67,85666.67,1,0.20203383140703027,0.13019140991997785,0,FN
NTHU,006,006_glasses_sleepyCombination,84166.67,86166.67,1,0.21122552165375,0.13943403978198313,0,FN
NTHU,006,006_glasses_sleepyCombination,84666.67,86666.67,1,0.21569168997546773,0.14400766057233824,0,FN
NTHU,006,006_glasses_slowBlinkWithNodding,5666.67,7666.67,0,0.4257748209950544,0.4060409238279133,1,FP
NTHU,006,006_glasses_slowBlinkWithNodding,6166.67,8166.67,0,0.42561467023639993,0.40581762099294855,1,FP
NTHU,006,006_glasses_slowBlinkWithNodding,6666.67,8666.67,0,0.42643892055426275,0.4069670794559978,1,FP
NTHU,006,006_glasses_slowBlinkWithNodding,7666.67,9666.67,0,0.48871656140918773,0.4946621293632897,1,FP
NTHU,006,006_glasses_slowBlinkWithNodding,8666.67,10666.67,0,0.5044144980428097,0.5168485722554009,1,FP
NTHU,006,006_glasses_slowBlinkWithNodding,17166.67,19166.67,0,0.5447860521823978,0.5735553860870333,1,FP
NTHU,006,006_glasses_slowBlinkWithNodding,23166.67,25166.67,0,0.5254201545672018,0.5464445214469713,1,FP
NTHU,006,006_glasses_slowBlinkWithNodding,23666.67,25666.67,0,0.4124413764277858,0.3875128095741142,1,FP
NTHU,006,006_glasses_slowBlinkWithNodding,24166.67,26166.67,0,0.5145183287366485,0.5311028385725021,1,FP
NTHU,006,006_glasses_slowBlinkWithNodding,24666.67,26666.67,0,0.4621665737360231,0.45713737101388047,1,FP
UTA,27,Fold3_part1/27/0,26165.3,28165.3,0,0.43960233583243374,0.4253807317601464,1,FP
UTA,27,Fold3_part1/27/0,60665.3,62665.3,0,0.44031682802913447,0.42638297575269724,1,FP
UTA,27,Fold3_part1/27/0,61165.3,63165.3,0,0.5024796901504139,0.5141160787412996,1,FP
UTA,27,Fold3_part1/27/0,61665.3,63665.3,0,0.46556297703264854,0.4619320078203982,1,FP
UTA,27,Fold3_part1/27/0,64165.3,66165.3,0,0.49320798195887844,0.5010129872890144,1,FP
UTA,27,Fold3_part1/27/0,64665.3,66665.3,0,0.482667952642198,0.48610824961301646,1,FP
UTA,27,Fold3_part1/27/0,65165.3,67165.3,0,0.49888010119416376,0.5090305409098309,1,FP
UTA,27,Fold3_part1/27/0,65665.3,67665.3,0,0.43630368878163656,0.4207570623233036,1,FP
UTA,27,Fold3_part1/27/0,66165.3,68165.3,0,0.4904224636889217,0.49707442708451915,1,FP
UTA,27,Fold3_part1/27/0,66665.3,68665.3,0,0.40733533134868505,0.380454467366191,1,FP
UTA,27,Fold3_part1/27/0,67165.3,69165.3,0,0.40733533134868505,0.380454467366191,1,FP
UTA,27,Fold3_part1/27/0,67665.3,69665.3,0,0.42375680720403774,0.4032284168725418,1,FP
UTA,27,Fold3_part1/27/0,68165.3,70165.3,0,0.44385612000730496,0.43135139219357743,1,FP
UTA,27,Fold3_part1/27/0,68665.3,70665.3,0,0.43611012378687075,0.420485926961186,1,FP
UTA,27,Fold3_part1/27/0,69165.3,71165.3,0,0.461387040069765,0.4560373229141918,1,FP
UTA,27,Fold3_part1/27/0,69665.3,71665.3,0,0.5444219284763601,0.5730476934402701,1,FP
UTA,27,Fold3_part1/27/0,70165.3,72165.3,0,0.5410310872328545,0.5683157484857637,1,FP
UTA,27,Fold3_part1/27/0,70665.3,72665.3,0,0.4824382648678027,0.48578343054548656,1,FP
UTA,27,Fold3_part1/27/0,71165.3,73165.3,0,0.4583169096464863,0.4517065025482183,1,FP
UTA,27,Fold3_part1/27/0,71665.3,73665.3,0,0.5294788221948142,0.5521431176473504,1,FP
UTA,27,Fold3_part1/27/0,72165.3,74165.3,0,0.5115832862660108,0.5269651287211401,1,FP
UTA,27,Fold3_part1/27/0,72665.3,74665.3,0,0.5081504820684779,0.5221224403302427,1,FP
UTA,27,Fold3_part1/27/0,73165.3,75165.3,0,0.4947867482549852,0.5032449657885429,1,FP
UTA,27,Fold3_part1/27/0,73665.3,75665.3,0,0.4947867482549852,0.5032449657885429,1,FP
UTA,27,Fold3_part1/27/0,74165.3,76165.3,0,0.4947867482549852,0.5032449657885429,1,FP
UTA,27,Fold3_part1/27/0,74665.3,76665.3,0,0.47332595522381354,0.47289966487514645,1,FP
UTA,27,Fold3_part1/27/0,75165.3,77165.3,0,0.46282278897371426,0.4580635188079377,1,FP
UTA,27,Fold3_part1/27/0,75665.3,77665.3,0,0.501084073005619,0.5121446107849486,1,FP
UTA,27,Fold3_part1/27/0,76165.3,78165.3,0,0.49185444121566363,0.4990992347716691,1,FP
UTA,27,Fold3_part1/27/0,76665.3,78665.3,0,0.49185444121566363,0.4990992347716691,1,FP
UTA,27,Fold3_part1/27/0,77165.3,79165.3,0,0.501084073005619,0.5121446107849486,1,FP
UTA,27,Fold3_part1/27/0,77665.3,79665.3,0,0.47001269415168345,0.4682173568015245,1,FP
UTA,27,Fold3_part1/27/0,79165.3,81165.3,0,0.4500200080910933,0.4400178086750677,1,FP
UTA,27,Fold3_part1/27/0,79665.3,81665.3,0,0.4574505682391868,0.45048491549358066,1,FP
UTA,27,Fold3_part1/27/0,80165.3,82165.3,0,0.4390596020145514,0.4246195943574821,1,FP
UTA,27,Fold3_part1/27/0,80665.3,82665.3,0,0.47177485373972006,0.4707074393187075,1,FP
UTA,27,Fold3_part1/27/0,81165.3,83165.3,0,0.47117485145549487,0.46985952943260384,1,FP
UTA,27,Fold3_part1/27/0,81665.3,83665.3,0,0.40967574289595593,0.38368699978921206,1,FP
UTA,27,Fold3_part1/27/0,82665.3,84665.3,0,0.44937894784802024,0.43911573294170814,1,FP
UTA,27,Fold3_part1/27/0,83165.3,85165.3,0,0.4616143308724267,0.4563580504705187,1,FP
UTA,27,Fold3_part1/27/0,90665.3,92665.3,0,0.43299530708132583,0.41612576396509865,1,FP
UTA,27,Fold3_part1/27/0,91165.3,93165.3,0,0.47414775478878657,0.47406127404092596,1,FP
UTA,27,Fold3_part1/27/0,91665.3,93665.3,0,0.47557140434038436,0.4760737872054455,1,FP
UTA,27,Fold3_part1/27/0,92165.3,94165.3,0,0.45971025587269676,0.453671666470578,1,FP
UTA,27,Fold3_part1/27/0,92665.3,94665.3,0,0.46024468653958206,0.4544255721464861,1,FP
UTA,27,Fold3_part1/27/0,93165.3,95165.3,0,0.4591702565632267,0.45290998831089957,1,FP
UTA,27,Fold3_part1/27/0,93665.3,95665.3,0,0.4277938941130217,0.4088576309921587,1,FP
UTA,27,Fold3_part1/27/0,94165.3,96165.3,0,0.4277938941130217,0.4088576309921587,1,FP
UTA,27,Fold3_part1/27/0,95165.3,97165.3,0,0.43969360864620605,0.4255087489164434,1,FP
UTA,27,Fold3_part1/27/0,95665.3,97665.3,0,0.44308055802361496,0.43026215123515876,1,FP
UTA,27,Fold3_part1/27/0,96165.3,98165.3,0,0.4591702565632267,0.45290998831089957,1,FP
UTA,27,Fold3_part1/27/0,96665.3,98665.3,0,0.41332992043998745,0.3887433041053914,1,FP
UTA,27,Fold3_part1/27/0,100665.3,102665.3,0,0.43244799126787886,0.41536020301218984,1,FP
UTA,27,Fold3_part1/27/0,101165.3,103165.3,0,0.4697257312152708,0.4678119017701019,1,FP
UTA,27,Fold3_part1/27/0,101665.3,103665.3,0,0.4829417710075628,0.4864954789163157,1,FP
UTA,27,Fold3_part1/27/0,112665.3,114665.3,0,0.4441025199621568,0.4316975083903212,1,FP
UTA,27,Fold3_part1/27/0,119665.3,121665.3,0,0.4102018605535543,0.38441430725416553,1,FP
UTA,27,Fold3_part1/27/0,120165.3,122165.3,0,0.4102018605535543,0.38441430725416553,1,FP
UTA,27,Fold3_part1/27/0,120665.3,122665.3,0,0.4102018605535543,0.38441430725416553,1,FP
UTA,27,Fold3_part1/27/0,121165.3,123165.3,0,0.4102018605535543,0.38441430725416553,1,FP
UTA,27,Fold3_part1/27/0,128165.3,130165.3,0,0.40698522246790364,0.3799713111416047,1,FP
UTA,27,Fold3_part1/27/0,142665.3,144665.3,0,0.4042503449034642,0.3762008678978824,1,FP
UTA,27,Fold3_part1/27/0,143165.3,145165.3,0,0.41037809920177987,0.38465799250763505,1,FP
UTA,27,Fold3_part1/27/0,143665.3,145665.3,0,0.41037809920177987,0.38465799250763505,1,FP
UTA,27,Fold3_part1/27/0,145165.3,147165.3,0,0.4361727859636248,0.4205736984824764,1,FP
UTA,27,Fold3_part1/27/0,145665.3,147665.3,0,0.47002025588631774,0.4682280411006442,1,FP
UTA,27,Fold3_part1/27/0,146165.3,148165.3,0,0.4859397281383517,0.49073520165349693,1,FP
UTA,27,Fold3_part1/27/0,146665.3,148665.3,0,0.4859397281383517,0.49073520165349693,1,FP
UTA,27,Fold3_part1/27/0,147165.3,149165.3,0,0.4706697134797856,0.46914572320756276,1,FP
UTA,27,Fold3_part1/27/0,147665.3,149665.3,0,0.43936402521086126,0.42504650292621043,1,FP
